professor_id,course_id,timeslot_id,room_id,total_score
P013,C057,T_MW_1000_1120,R_PDL_C038,14.00
P015,C057,T_MW_1000_1120,R_PDL_C038,14.00
P031,C057,T_MW_1000_1120,R_PDL_C038,14.00
P035,C057,T_MW_1000_1120,R_PDL_C038,14.00
P070,C057,T_MW_1000_1120,R_PDL_C038,14.00
P075,C057,T_MW_1000_1120,R_PDL_C038,14.00
P084,C057,T_MW_1000_1120,R_PDL_C038,13.00
P092,C057,T_MW_1000_1120,R_PDL_C038,13.00
P093,C057,T_MW_1000_1120,R_PDL_C038,12.00
P097,C057,T_MW_1000_1120,R_PDL_C038,13.00
P098,C057,T_MW_1000_1120,R_PDL_C038,15.00
P101,C057,T_MW_1000_1120,R_PDL_C038,13.00
P102,C057,T_MW_1000_1120,R_PDL_C038,14.00
P104,C057,T_MW_1000_1120,R_PDL_C038,14.00
P006,C058,T_MWF_1530_1620,R_LOW_206,13.00
P037,C058,T_MWF_1530_1620,R_LOW_206,14.00
P060,C058,T_MWF_1530_1620,R_LOW_206,13.00
P077,C058,T_MWF_1530_1620,R_LOW_206,13.00
P007,C059,T_W_1500_1650,R_SMI_102,12.00
P009,C059,T_W_1500_1650,R_SMI_102,11.00
P010,C059,T_W_1500_1650,R_SMI_102,12.00
P025,C059,T_W_1500_1650,R_SMI_102,10.00
P037,C059,T_W_1500_1650,R_SMI_102,12.00
P043,C059,T_W_1500_1650,R_SMI_102,13.00
P044,C059,T_W_1500_1650,R_SMI_102,12.00
P051,C059,T_W_1500_1650,R_SMI_102,12.00
P054,C059,T_W_1500_1650,R_SMI_102,11.00
P061,C059,T_W_1500_1650,R_SMI_102,12.00
P067,C059,T_W_1500_1650,R_SMI_102,10.00
P069,C059,T_W_1500_1650,R_SMI_102,10.00
P087,C059,T_W_1500_1650,R_SMI_102,12.00
P093,C059,T_W_1500_1650,R_SMI_102,10.00
P095,C059,T_W_1500_1650,R_SMI_102,10.00
